timestamp,location,vehicle_count,avg_speed,weather,accident,congestion
2026-04-14 21:05:03.120889,Junction_B,31,50.84,Clear,1,1
2026-04-14 22:44:03.120889,Junction_A,21,76.47,Fog,0,0
2026-04-15 01:19:03.120889,Junction_C,58,70.58,Rain,0,0
2026-04-15 01:29:03.120889,Junction_D,22,64.4,Clear,0,0
2026-04-15 02:17:03.120889,Junction_D,28,36.74,Clear,0,0
2026-04-15 15:39:03.120889,Junction_C,60,78.29,Clear,0,0
2026-04-15 04:59:03.120889,Junction_A,60,66.51,Rain,0,0
2026-04-14 21:40:03.120889,Junction_B,57,67.65,Rain,0,0
2026-04-15 08:40:03.120889,Junction_A,112,36.48,Rain,0,1
2026-04-15 06:57:03.120889,Junction_C,12,77.96,Rain,0,0
2026-04-15 03:24:03.120889,Junction_D,50,52.39,Fog,0,0
2026-04-15 07:16:03.120889,Junction_D,20,49.43,Clear,0,0
2026-04-15 01:37:03.120889,Junction_B,44,42.61,Rain,0,0
2026-04-15 01:32:03.120889,Junction_B,26,51.44,Fog,0,0
2026-04-15 06:51:03.120889,Junction_B,30,75.78,Fog,0,0
2026-04-15 03:29:03.120889,Junction_A,48,51.12,Clear,0,0
2026-04-15 07:01:03.120889,Junction_B,25,53.74,Fog,0,0
2026-04-15 16:31:03.120889,Junction_D,12,49.68,Clear,0,0
2026-04-15 02:49:03.120889,Junction_C,37,35.46,Clear,0,0
2026-04-15 15:02:03.120889,Junction_D,36,47.57,Clear,0,0
2026-04-15 02:14:03.120889,Junction_B,13,57.21,Fog,0,0
2026-04-14 20:07:03.120889,Junction_C,84,38.25,Rain,0,1
2026-04-15 13:28:03.120889,Junction_B,53,55.23,Fog,0,0
2026-04-15 11:11:03.120889,Junction_B,61,21.67,Fog,1,1
2026-04-15 11:34:03.120889,Junction_D,117,16.19,Rain,0,1
2026-04-15 12:54:03.120889,Junction_A,44,55.11,Rain,0,0
2026-04-15 13:05:03.120889,Junction_A,13,65.9,Clear,0,0
2026-04-15 11:25:03.120889,Junction_A,95,36.23,Rain,0,1
2026-04-15 16:40:03.120889,Junction_A,24,76.76,Rain,0,0
2026-04-15 18:23:03.120889,Junction_D,82,39.78,Clear,0,1
2026-04-15 11:14:03.120889,Junction_A,71,26.18,Fog,0,0
2026-04-15 04:01:03.120889,Junction_B,15,36.73,Fog,1,1
2026-04-15 18:08:03.120889,Junction_A,105,16.59,Fog,0,1
2026-04-14 22:44:03.120889,Junction_B,55,66.69,Fog,0,0
2026-04-14 21:51:03.120889,Junction_A,39,43.48,Rain,0,0
2026-04-15 08:44:03.120889,Junction_B,108,31.01,Fog,0,1
2026-04-14 20:49:03.120889,Junction_B,69,39.65,Rain,0,0
2026-04-14 22:45:03.120889,Junction_B,52,40.29,Fog,0,0
2026-04-15 01:37:03.120889,Junction_D,58,46.15,Rain,0,0
2026-04-15 04:46:03.120889,Junction_C,26,48.12,Fog,1,1
2026-04-14 23:15:03.120889,Junction_B,25,41.63,Fog,0,0
2026-04-14 20:44:03.120889,Junction_B,65,17.17,Rain,0,1
2026-04-15 02:13:03.120889,Junction_B,55,59.73,Rain,0,0
2026-04-15 07:45:03.120889,Junction_B,27,73.76,Fog,0,0
2026-04-15 12:37:03.120889,Junction_B,33,30.59,Clear,0,0
2026-04-15 13:29:03.120889,Junction_C,21,47.99,Fog,1,1
2026-04-15 15:22:03.120889,Junction_B,35,50.96,Clear,0,0
2026-04-14 23:14:03.120889,Junction_C,47,45.37,Fog,0,0
2026-04-15 07:22:03.120889,Junction_A,39,49.85,Fog,0,0
2026-04-15 00:08:03.120889,Junction_B,22,58.46,Fog,0,0
2026-04-15 04:44:03.120889,Junction_A,33,63.13,Clear,0,0
2026-04-15 13:07:03.120889,Junction_A,54,67.23,Fog,0,0
2026-04-15 15:16:03.120889,Junction_D,49,70.6,Clear,0,0
2026-04-15 12:17:03.120889,Junction_B,35,36.12,Rain,0,0
2026-04-15 08:00:03.120889,Junction_B,88,10.23,Rain,0,1
2026-04-15 04:15:03.120889,Junction_A,42,67.57,Fog,0,0
2026-04-15 02:22:03.120889,Junction_A,45,46.64,Clear,0,0
2026-04-15 15:34:03.120889,Junction_B,40,70.98,Fog,0,0
2026-04-14 22:41:03.120889,Junction_B,44,65.24,Rain,0,0
2026-04-15 03:45:03.120889,Junction_A,46,38.43,Rain,0,0
2026-04-15 17:35:03.120889,Junction_C,94,19.5,Fog,0,1
2026-04-15 09:55:03.120889,Junction_C,85,11.86,Fog,0,1
2026-04-14 23:30:03.120889,Junction_C,60,72.41,Rain,0,0
2026-04-15 00:33:03.120889,Junction_B,47,64.8,Rain,0,0
2026-04-15 00:56:03.120889,Junction_A,44,64.72,Rain,0,0
2026-04-15 13:14:03.120889,Junction_B,18,46.76,Rain,0,0
2026-04-14 22:29:03.120889,Junction_A,15,78.16,Rain,0,0
2026-04-15 18:03:03.120889,Junction_A,61,11.81,Clear,0,1
2026-04-15 01:18:03.120889,Junction_A,19,46.14,Fog,1,1
2026-04-14 19:46:03.120889,Junction_D,83,16.91,Clear,0,1
2026-04-14 22:49:03.120889,Junction_D,51,46.69,Clear,0,0
2026-04-15 08:25:03.120889,Junction_B,69,15.35,Rain,0,1
2026-04-15 12:07:03.120889,Junction_D,32,41.19,Rain,0,0
2026-04-15 09:58:03.120889,Junction_D,96,17.79,Clear,0,1
2026-04-15 03:30:03.120889,Junction_D,48,40.04,Fog,0,0
2026-04-15 05:50:03.120889,Junction_D,29,45.37,Rain,0,0
2026-04-15 13:38:03.120889,Junction_C,45,30.7,Rain,0,0
2026-04-15 16:53:03.120889,Junction_C,58,75.09,Rain,0,0
2026-04-14 21:55:03.120889,Junction_B,31,50.25,Rain,0,0
2026-04-15 02:42:03.120889,Junction_D,16,66.22,Clear,0,0
2026-04-15 00:26:03.120889,Junction_C,21,51.29,Clear,0,0
2026-04-15 13:34:03.120889,Junction_B,26,62.93,Clear,0,0
2026-04-14 23:53:03.120889,Junction_C,19,56.76,Clear,0,0
2026-04-15 11:53:03.120889,Junction_A,65,17.93,Clear,0,1
2026-04-15 12:42:03.120889,Junction_C,15,41.32,Rain,0,0
2026-04-14 20:57:03.120889,Junction_D,80,10.17,Fog,0,1
2026-04-15 16:35:03.120889,Junction_A,57,57.08,Fog,0,0
2026-04-15 12:56:03.120889,Junction_D,13,48.57,Fog,0,0
2026-04-15 15:29:03.120889,Junction_B,33,46.78,Fog,0,0
2026-04-15 12:26:03.120889,Junction_A,59,67.86,Fog,0,0
2026-04-15 16:18:03.120889,Junction_A,19,43.53,Fog,0,0
2026-04-15 12:15:03.120889,Junction_A,49,31.12,Fog,0,0
2026-04-15 01:29:03.120889,Junction_D,17,72.89,Clear,0,0
2026-04-15 12:56:03.120889,Junction_B,23,56.08,Clear,0,0
2026-04-15 16:15:03.120889,Junction_A,44,42.9,Fog,0,0
2026-04-14 23:07:03.120889,Junction_C,49,31.88,Rain,0,0
2026-04-14 23:29:03.120889,Junction_B,38,52.89,Rain,0,0
2026-04-15 00:04:03.120889,Junction_A,59,41.04,Fog,0,0
2026-04-14 23:03:03.120889,Junction_C,39,50.31,Fog,1,1
2026-04-15 03:20:03.120889,Junction_C,24,54.39,Rain,0,0
2026-04-15 06:07:03.120889,Junction_A,47,44.88,Clear,0,0
2026-04-15 11:59:03.120889,Junction_C,79,36.28,Clear,0,0
2026-04-15 14:31:03.120889,Junction_B,25,47.19,Clear,0,0
2026-04-15 01:24:03.120889,Junction_B,12,41.44,Fog,0,0
2026-04-15 06:04:03.120889,Junction_A,55,70.34,Fog,0,0
2026-04-15 19:04:03.120889,Junction_D,60,39.7,Rain,0,0
2026-04-15 01:22:03.120889,Junction_C,27,67.63,Clear,0,0
2026-04-14 22:22:03.120889,Junction_C,26,31.28,Clear,0,0
2026-04-14 21:22:03.120889,Junction_B,60,67.02,Fog,1,1
2026-04-14 21:40:03.120889,Junction_D,30,79.69,Clear,0,0
2026-04-15 01:35:03.120889,Junction_A,34,55.8,Fog,0,0
2026-04-15 07:58:03.120889,Junction_D,20,43.48,Clear,0,0
2026-04-15 01:20:03.120889,Junction_A,52,38.21,Rain,0,0
2026-04-14 22:34:03.120889,Junction_A,58,53.01,Rain,0,0
2026-04-15 09:19:03.120889,Junction_B,84,21.84,Clear,0,1
2026-04-15 18:56:03.120889,Junction_B,98,17.78,Clear,0,1
2026-04-14 20:19:03.120889,Junction_B,101,22.54,Fog,1,1
2026-04-15 09:30:03.120889,Junction_C,86,10.05,Clear,0,1
2026-04-15 06:27:03.120889,Junction_A,46,36.51,Clear,1,1
2026-04-15 18:43:03.120889,Junction_B,110,18.93,Fog,0,1
2026-04-15 18:45:03.120889,Junction_A,102,17.77,Rain,0,1
2026-04-15 09:26:03.120889,Junction_C,74,35.13,Fog,0,0
2026-04-15 12:33:03.120889,Junction_C,26,56.18,Rain,0,0
2026-04-15 14:58:03.120889,Junction_D,12,30.87,Clear,0,0
2026-04-15 04:34:03.120889,Junction_D,47,61.21,Fog,0,0
2026-04-14 21:39:03.120889,Junction_B,21,52.17,Clear,0,0
2026-04-14 22:46:03.120889,Junction_A,26,31.38,Clear,0,0
2026-04-15 05:47:03.120889,Junction_A,19,38.59,Rain,0,0
2026-04-15 00:17:03.120889,Junction_A,50,54.18,Rain,0,0
2026-04-14 22:42:03.120889,Junction_D,59,58.6,Rain,0,0
2026-04-15 07:03:03.120889,Junction_A,17,47.6,Clear,0,0
2026-04-15 13:19:03.120889,Junction_D,10,47.87,Rain,0,0
2026-04-15 08:01:03.120889,Junction_C,116,16.46,Fog,0,1
2026-04-14 21:52:03.120889,Junction_B,32,39.73,Clear,0,0
2026-04-15 05:36:03.120889,Junction_A,46,38.5,Fog,0,0
2026-04-15 13:20:03.120889,Junction_C,39,34.76,Fog,0,0
2026-04-14 22:45:03.120889,Junction_C,11,30.75,Rain,0,0
2026-04-15 16:36:03.120889,Junction_C,48,32.39,Clear,0,0
2026-04-15 11:30:03.120889,Junction_A,65,16.36,Clear,0,1
2026-04-15 07:40:03.120889,Junction_C,58,75.66,Fog,0,0
2026-04-14 20:43:03.120889,Junction_D,117,20.21,Rain,0,1
2026-04-14 21:57:03.120889,Junction_B,58,37.86,Clear,0,0
2026-04-15 04:53:03.120889,Junction_A,14,33.93,Clear,0,0
2026-04-14 21:39:03.120889,Junction_A,26,60.83,Clear,0,0
2026-04-15 12:56:03.120889,Junction_B,17,38.72,Rain,0,0
2026-04-15 19:29:03.120889,Junction_D,65,36.66,Rain,0,0
2026-04-15 08:24:03.120889,Junction_D,73,13.27,Rain,0,1
2026-04-15 00:16:03.120889,Junction_B,25,72.14,Clear,0,0
2026-04-14 23:00:03.120889,Junction_A,43,39.47,Rain,0,0
2026-04-14 22:22:03.120889,Junction_A,11,36.31,Clear,0,0
2026-04-15 00:01:03.120889,Junction_A,25,70.33,Clear,0,0
2026-04-15 10:45:03.120889,Junction_C,119,29.64,Fog,0,1
2026-04-15 01:35:03.120889,Junction_C,37,47.22,Clear,0,0
2026-04-15 16:04:03.120889,Junction_C,31,34.14,Fog,0,0
2026-04-15 01:02:03.120889,Junction_D,44,42.26,Clear,0,0
2026-04-15 02:34:03.120889,Junction_C,29,74.85,Clear,0,0
2026-04-15 09:56:03.120889,Junction_C,111,32.16,Rain,0,1
2026-04-15 18:19:03.120889,Junction_A,104,35.23,Fog,0,1
2026-04-15 07:29:03.120889,Junction_D,17,68.31,Clear,0,0
2026-04-15 03:43:03.120889,Junction_C,36,60.3,Clear,0,0
2026-04-15 12:04:03.120889,Junction_B,22,53.13,Fog,0,0
2026-04-15 03:52:03.120889,Junction_A,44,49.43,Clear,0,0
2026-04-15 18:51:03.120889,Junction_C,60,31.1,Fog,0,0
2026-04-14 20:52:03.120889,Junction_B,67,23.15,Clear,0,0
2026-04-15 06:41:03.120889,Junction_C,30,55.18,Clear,0,0
2026-04-15 02:50:03.120889,Junction_D,12,42.91,Rain,0,0
2026-04-15 08:10:03.120889,Junction_A,65,15.12,Rain,0,1
2026-04-14 22:53:03.120889,Junction_A,59,48.21,Rain,0,0
2026-04-15 03:17:03.120889,Junction_D,58,43.67,Rain,0,0
2026-04-15 04:16:03.120889,Junction_C,26,34.94,Fog,0,0
2026-04-14 23:05:03.120889,Junction_C,35,55.56,Fog,0,0
2026-04-15 18:36:03.120889,Junction_C,107,24.54,Fog,0,1
2026-04-15 12:10:03.120889,Junction_A,11,42.18,Clear,0,0
2026-04-15 07:59:03.120889,Junction_A,38,44.13,Fog,0,0
2026-04-15 19:04:03.120889,Junction_D,65,24.99,Clear,0,0
2026-04-15 17:19:03.120889,Junction_D,99,32.47,Rain,0,1
2026-04-15 08:16:03.120889,Junction_C,70,11.57,Fog,0,1
2026-04-15 08:57:03.120889,Junction_C,68,26.0,Clear,0,0
2026-04-15 00:58:03.120889,Junction_A,24,66.7,Fog,0,0
2026-04-14 22:56:03.120889,Junction_A,58,77.64,Rain,0,0
2026-04-15 02:57:03.120889,Junction_A,51,48.09,Fog,0,0
2026-04-15 03:41:03.120889,Junction_A,30,65.88,Fog,0,0
2026-04-15 03:12:03.120889,Junction_D,53,57.23,Rain,0,0
2026-04-15 08:48:03.120889,Junction_D,63,33.57,Clear,0,0
2026-04-15 19:35:03.120889,Junction_B,97,26.03,Rain,0,1
2026-04-14 20:06:03.120889,Junction_B,93,31.19,Fog,0,1
2026-04-14 19:58:03.120889,Junction_D,98,20.2,Rain,0,1
2026-04-15 01:13:03.120889,Junction_A,44,64.39,Clear,0,0
2026-04-15 02:41:03.120889,Junction_C,11,60.59,Rain,0,0
2026-04-15 15:35:03.120889,Junction_C,23,63.43,Clear,0,0
2026-04-14 20:53:03.120889,Junction_C,74,28.09,Rain,0,0
2026-04-15 17:35:03.120889,Junction_D,95,26.78,Fog,0,1
2026-04-15 06:25:03.120889,Junction_C,51,32.02,Clear,0,0
2026-04-15 00:10:03.120889,Junction_B,38,33.43,Fog,0,0
2026-04-15 13:14:03.120889,Junction_B,49,35.34,Clear,0,0
2026-04-15 12:59:03.120889,Junction_B,11,78.96,Clear,0,0
2026-04-15 17:37:03.120889,Junction_C,88,29.31,Fog,0,1
2026-04-14 20:42:03.120889,Junction_C,91,10.63,Rain,0,1
2026-04-14 21:16:03.120889,Junction_C,48,33.57,Fog,0,0
2026-04-15 11:53:03.120889,Junction_A,76,22.74,Fog,0,0
2026-04-15 10:11:03.120889,Junction_C,109,17.44,Clear,0,1
2026-04-15 12:41:03.120889,Junction_B,25,48.43,Rain,0,0
2026-04-14 22:58:03.120889,Junction_A,43,43.13,Clear,0,0
2026-04-14 21:23:03.120889,Junction_B,14,74.98,Fog,0,0
2026-04-15 15:04:03.120889,Junction_C,42,50.53,Fog,0,0
2026-04-14 21:42:03.120889,Junction_B,29,59.99,Rain,0,0
2026-04-14 23:11:03.120889,Junction_C,37,75.07,Fog,0,0
2026-04-15 10:49:03.120889,Junction_B,100,30.66,Fog,0,1
2026-04-15 07:56:03.120889,Junction_A,41,30.7,Fog,0,0
2026-04-15 12:27:03.120889,Junction_C,24,45.75,Clear,0,0
2026-04-15 09:47:03.120889,Junction_A,66,35.01,Clear,0,0
2026-04-15 03:05:03.120889,Junction_A,51,74.45,Clear,0,0
2026-04-15 13:57:03.120889,Junction_C,59,62.59,Rain,0,0
2026-04-15 17:51:03.120889,Junction_A,84,18.7,Rain,0,1
2026-04-15 08:42:03.120889,Junction_B,74,28.49,Clear,0,0
2026-04-15 04:11:03.120889,Junction_C,22,73.38,Fog,0,0
2026-04-15 17:02:03.120889,Junction_C,106,22.75,Rain,0,1
2026-04-15 06:04:03.120889,Junction_B,23,73.8,Clear,1,1
2026-04-15 15:01:03.120889,Junction_B,14,33.84,Fog,0,0
2026-04-15 13:30:03.120889,Junction_B,13,78.46,Fog,0,0
2026-04-15 10:05:03.120889,Junction_C,69,29.1,Clear,0,0
2026-04-15 04:31:03.120889,Junction_D,34,62.68,Clear,0,0
2026-04-15 04:59:03.120889,Junction_D,15,70.24,Rain,0,0
2026-04-15 15:59:03.120889,Junction_D,31,49.65,Clear,0,0
2026-04-15 16:32:03.120889,Junction_A,60,78.58,Rain,0,0
2026-04-14 21:06:03.120889,Junction_C,30,76.08,Fog,0,0
2026-04-15 06:15:03.120889,Junction_C,51,58.07,Clear,0,0
2026-04-15 12:14:03.120889,Junction_D,39,36.14,Fog,0,0
2026-04-15 09:51:03.120889,Junction_D,62,10.57,Rain,0,1
2026-04-15 03:15:03.120889,Junction_D,54,44.85,Fog,1,1
2026-04-15 12:42:03.120889,Junction_C,53,47.11,Rain,0,0
2026-04-15 01:46:03.120889,Junction_D,39,40.05,Clear,0,0
2026-04-14 21:41:03.120889,Junction_C,25,46.76,Fog,0,0
2026-04-15 13:57:03.120889,Junction_A,28,59.58,Fog,0,0
2026-04-15 15:27:03.120889,Junction_B,33,78.55,Rain,0,0
2026-04-15 15:02:03.120889,Junction_A,36,42.92,Clear,0,0
2026-04-14 21:57:03.120889,Junction_B,33,62.07,Rain,1,1
2026-04-15 07:31:03.120889,Junction_D,29,68.39,Clear,0,0
2026-04-15 10:02:03.120889,Junction_B,75,16.72,Fog,0,1
2026-04-15 06:39:03.120889,Junction_A,14,67.47,Clear,0,0
2026-04-15 01:23:03.120889,Junction_B,52,47.45,Rain,0,0
2026-04-15 06:15:03.120889,Junction_D,43,52.42,Clear,0,0
2026-04-15 09:24:03.120889,Junction_C,62,28.64,Clear,0,0
2026-04-15 18:28:03.120889,Junction_D,84,27.36,Fog,0,1
2026-04-14 22:09:03.120889,Junction_C,17,51.75,Rain,0,0
2026-04-15 06:00:03.120889,Junction_D,49,38.71,Rain,0,0
2026-04-15 07:54:03.120889,Junction_D,13,72.34,Rain,0,0
2026-04-14 23:35:03.120889,Junction_B,40,70.1,Clear,0,0
2026-04-15 01:20:03.120889,Junction_A,16,67.88,Clear,0,0
2026-04-15 04:13:03.120889,Junction_A,26,42.42,Fog,0,0
2026-04-15 15:23:03.120889,Junction_B,40,44.36,Clear,0,0
2026-04-15 09:22:03.120889,Junction_D,86,23.26,Fog,0,1
2026-04-15 11:49:03.120889,Junction_B,84,30.53,Clear,0,1
2026-04-15 07:03:03.120889,Junction_B,42,72.75,Rain,0,0
2026-04-15 01:01:03.120889,Junction_C,42,39.5,Fog,0,0
2026-04-14 23:45:03.120889,Junction_B,37,76.64,Rain,0,0
2026-04-15 16:57:03.120889,Junction_B,35,73.29,Clear,0,0
2026-04-15 01:47:03.120889,Junction_C,39,75.96,Fog,0,0
2026-04-15 01:08:03.120889,Junction_A,38,77.55,Rain,0,0
2026-04-14 21:10:03.120889,Junction_A,57,40.46,Clear,0,0
2026-04-15 16:09:03.120889,Junction_A,14,43.69,Rain,0,0
2026-04-14 20:28:03.120889,Junction_A,83,30.84,Clear,0,1
2026-04-15 09:18:03.120889,Junction_B,90,12.29,Clear,0,1
2026-04-15 04:35:03.120889,Junction_A,38,58.14,Rain,0,0
2026-04-15 18:29:03.120889,Junction_A,120,23.57,Fog,1,1
2026-04-15 11:30:03.120889,Junction_A,120,18.19,Rain,0,1
2026-04-15 10:13:03.120889,Junction_D,67,38.75,Fog,0,0
2026-04-14 19:47:03.120889,Junction_A,72,13.94,Rain,0,1
2026-04-15 07:11:03.120889,Junction_B,52,77.68,Rain,1,1
2026-04-15 15:33:03.120889,Junction_D,15,48.68,Fog,0,0
2026-04-15 09:51:03.120889,Junction_C,75,17.93,Fog,0,1
2026-04-14 20:57:03.120889,Junction_D,94,25.07,Clear,0,1
2026-04-15 01:53:03.120889,Junction_A,18,68.21,Clear,0,0
2026-04-15 06:54:03.120889,Junction_C,54,78.6,Fog,0,0
2026-04-15 09:29:03.120889,Junction_C,83,10.18,Fog,0,1
2026-04-15 11:43:03.120889,Junction_B,97,18.88,Clear,0,1
2026-04-15 05:34:03.120889,Junction_B,59,35.94,Rain,0,0
2026-04-14 22:19:03.120889,Junction_C,31,53.95,Rain,0,0
2026-04-15 10:48:03.120889,Junction_D,76,28.29,Rain,0,0
2026-04-14 19:45:03.120889,Junction_D,77,31.01,Fog,0,0
2026-04-15 06:03:03.120889,Junction_B,57,58.77,Rain,0,0
2026-04-15 19:32:03.120889,Junction_C,74,33.25,Clear,0,0
2026-04-15 11:02:03.120889,Junction_A,75,31.84,Clear,0,0
2026-04-15 16:39:03.120889,Junction_B,50,32.45,Clear,0,0
2026-04-15 13:46:03.120889,Junction_B,11,60.71,Fog,0,0
2026-04-15 12:02:03.120889,Junction_A,35,34.48,Fog,0,0
2026-04-15 17:19:03.120889,Junction_C,105,26.42,Fog,0,1
2026-04-15 19:01:03.120889,Junction_A,80,37.48,Fog,0,0
2026-04-14 21:41:03.120889,Junction_A,40,66.81,Rain,0,0
2026-04-15 08:38:03.120889,Junction_A,89,23.94,Fog,0,1
2026-04-15 17:40:03.120889,Junction_A,77,20.07,Fog,0,0
2026-04-15 07:43:03.120889,Junction_D,10,42.47,Rain,1,1
2026-04-15 12:28:03.120889,Junction_D,60,70.59,Rain,0,0
2026-04-15 03:11:03.120889,Junction_D,17,46.62,Rain,0,0
2026-04-15 15:55:03.120889,Junction_C,24,41.8,Fog,0,0
2026-04-15 00:44:03.120889,Junction_C,43,48.74,Clear,0,0
2026-04-15 02:40:03.120889,Junction_D,14,63.82,Fog,0,0
2026-04-15 13:38:03.120889,Junction_B,50,73.72,Fog,0,0
2026-04-15 06:18:03.120889,Junction_A,24,66.01,Clear,0,0
2026-04-15 08:19:03.120889,Junction_D,114,39.08,Clear,0,1
2026-04-14 21:48:03.120889,Junction_C,42,33.46,Rain,0,0
2026-04-15 06:47:03.120889,Junction_D,31,39.28,Fog,0,0
2026-04-15 03:00:03.120889,Junction_A,39,65.93,Clear,0,0
2026-04-15 14:03:03.120889,Junction_C,36,53.76,Rain,0,0
2026-04-14 22:33:03.120889,Junction_C,41,33.31,Clear,0,0
2026-04-15 16:30:03.120889,Junction_C,52,73.89,Rain,0,0
2026-04-15 18:38:03.120889,Junction_B,96,22.68,Rain,0,1
2026-04-15 11:44:03.120889,Junction_D,95,29.75,Clear,0,1
2026-04-15 15:33:03.120889,Junction_B,24,79.05,Fog,0,0
2026-04-15 18:24:03.120889,Junction_C,91,22.89,Rain,0,1
2026-04-15 00:05:03.120889,Junction_C,21,42.1,Clear,0,0
2026-04-15 01:26:03.120889,Junction_C,45,71.45,Rain,0,0
2026-04-15 09:13:03.120889,Junction_A,119,29.26,Rain,0,1
2026-04-15 05:39:03.120889,Junction_A,39,37.8,Clear,0,0
2026-04-14 20:39:03.120889,Junction_C,85,12.33,Clear,0,1
2026-04-15 04:24:03.120889,Junction_C,28,64.29,Fog,0,0
2026-04-15 14:50:03.120889,Junction_B,44,52.8,Rain,0,0
2026-04-15 01:32:03.120889,Junction_A,15,74.51,Rain,0,0
2026-04-15 01:04:03.120889,Junction_B,41,61.87,Fog,0,0
2026-04-15 06:29:03.120889,Junction_B,57,68.92,Fog,0,0
2026-04-15 05:16:03.120889,Junction_B,40,67.98,Fog,0,0
2026-04-15 15:24:03.120889,Junction_D,40,45.77,Fog,0,0
2026-04-15 04:12:03.120889,Junction_D,33,43.6,Clear,0,0
2026-04-15 01:06:03.120889,Junction_B,43,54.31,Clear,0,0
2026-04-15 06:55:03.120889,Junction_C,41,48.06,Fog,0,0
2026-04-15 15:35:03.120889,Junction_A,60,79.66,Clear,0,0
2026-04-15 04:55:03.120889,Junction_C,59,56.54,Rain,0,0
2026-04-15 11:35:03.120889,Junction_A,115,33.03,Fog,0,1
2026-04-15 01:08:03.120889,Junction_B,60,39.47,Clear,0,0
2026-04-15 06:31:03.120889,Junction_D,12,44.2,Fog,0,0
2026-04-14 22:25:03.120889,Junction_B,12,32.67,Clear,0,0
2026-04-15 11:39:03.120889,Junction_A,99,19.65,Fog,0,1
2026-04-15 07:01:03.120889,Junction_C,17,63.64,Fog,0,0
2026-04-15 13:15:03.120889,Junction_B,53,51.56,Fog,0,0
2026-04-15 17:30:03.120889,Junction_A,96,20.67,Rain,0,1
2026-04-14 19:41:03.120889,Junction_D,67,36.36,Clear,0,0
2026-04-15 11:45:03.120889,Junction_A,107,30.14,Rain,0,1
2026-04-15 15:46:03.120889,Junction_A,21,61.68,Fog,0,0
2026-04-15 16:06:03.120889,Junction_D,59,65.52,Clear,0,0
2026-04-15 08:27:03.120889,Junction_B,60,23.06,Fog,0,0
2026-04-14 22:22:03.120889,Junction_C,57,76.57,Fog,0,0
2026-04-15 12:47:03.120889,Junction_D,30,54.43,Clear,0,0
2026-04-14 21:00:03.120889,Junction_B,17,59.71,Fog,0,0
2026-04-15 16:02:03.120889,Junction_D,31,62.2,Rain,0,0
2026-04-14 23:40:03.120889,Junction_A,55,56.86,Rain,0,0
2026-04-15 15:51:03.120889,Junction_D,23,62.97,Clear,0,0
2026-04-15 06:52:03.120889,Junction_B,28,78.84,Rain,0,0
2026-04-15 14:04:03.120889,Junction_A,21,47.11,Fog,0,0
2026-04-15 18:06:03.120889,Junction_D,76,30.16,Rain,0,0
2026-04-15 18:04:03.120889,Junction_A,74,36.37,Rain,1,1
